"hmrc_code","measure","code_description"
"430230990","KG","Tanned or dressed furskins, whole or in pieces or cuttings, assembled, without the addition of other materials (excl. furskins of rabbit, hare and seal; 'dropped' furskins; articles of apparel and other articles of furskin)"
"430310100","KG","Articles of apparel and clothing accessories made of the furskin of whitecoat pups of harp seal or blueback pups of hooded seal (excl. gloves made of leather and furskin, footware and headgear and parts thereof)"
"430310900","KG","Articles of apparel and clothing accessories made of furskin (excl. those of whitecoat pups of harp seal or blueback pups of hooded seal, gloves made of leather and furskin, footware and headgear and parts thereof)"
"430390000","KG","Articles of furskin (excl. articles of apparel, clothing accessories and goods of chapter 95, e.g. toys, games and sports equipment)"
"430400000","KG","Artificial fur and articles thereof (excl. gloves made of leather and artificial fur, footware and headgear and parts thereof, and goods of chapter 95, e.g. toys, games and sports equipment)"
"440110000","KG","Fuel wood, in logs, billets, twigs, faggots or similar forms"
"440121000","KG","Coniferous wood in chips or particles (excl. those of a kind used principally for dying or tanning purposes)"
"440122000","KG","Wood in chips or particles (excl. those of a kind used principally for dying or tanning purposes, and coniferous wood)"
"440131000","KG","Wood pellets"
"440139200","KG","Sawdust and wood waste and scrap, agglomerated in logs, briquettes or similar forms (excl. pellets)"
"440139300","KG","Sawdust of wood, not agglomerated"
"440139800","KG","Wood waste and scrap, not agglomerated (excl. sawdust)"
"440210000","KG","Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. used as a medicament, mixed with incense, activated bamboo charcoal and in the form of crayons)"
"440290000","KG","Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. bamboo charcoal, wood charcoal used as a medicament, charcoal mixed with incense, activated charcoal and charcoal in the form of crayons)"
"401012000","KG","Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials"
"440310000","KG","Wood in the rough, treated with paint, stains, creosote or other preservatives (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.)"
"440320110","KG","Sawlogs of spruce of the species ""Picea abies Karst."" or silver fir ""Abies alba Mill."", whether or not stripped of bark or sapwood, or roughly squared"
"440341000","KG","Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; woo"
"440349100","KG","Sapelli, acajou d'Afrique and iroko in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, s"
"440349350","KG","OkoumÚ and sipo in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or o"
"440349950","KG","Abura, afrormosia, ako, alan, andiroba, aningrÚ, avodirÚ, azobÚ, balau, balsa, bossÚ clair, bossÚ foncÚ, cativo, cedro, dabema, dibÚtou, doussiÚ, framirÚ, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipÚ, jaboty, jelutong, jequitiba, jongkong, kapu"
"440391100","KG","Sawlogs of oak ""Quercus spp."", whether or not stripped of bark or sapwood, or roughly squared"
"440391900","KG","Oak ""Quercus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, et"
"440392100","KG","Sawlogs of beech ""Fagus spp."", whether or not stripped of bark or sapwood, or roughly squared"
"440392900","KG","Beech ""Fagus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, et"
"440399100","KG","Poplar in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other pres"
"440399300","KG","Eucalyptus wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or o"
"440399510","KG","Sawlogs of birch, whether or not stripped of bark or sapwood, or roughly squared"
"440399590","KG","Birch, in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or o"
"401019000","KG","Conveyor belts or belting, of vulcanised rubber (excl. reinforced only with metal or only with textile materials)"
"401031000","KG","Endless transmission belts of trapezoidal cross-section ""V-belts"", of vulcanised rubber, V-ribbed, of an outside circumference > 60 cm but <= 180 cm"
"401032000","KG","Endless transmission belts of trapezoidal cross-section ""V-belts"", of vulcanised rubber, of an outside circumference > 60 cm but <= 180 cm (excl. V-ribbed)"
"401033000","KG","Endless transmission belts of trapezoidal cross-section ""V-belts"", of vulcanised rubber, V-ribbed, of an outside circumference > 180 cm but <= 240 cm"
"401034000","KG","Endless transmission belts of trapezoidal cross-section ""V-belts"", of vulcanised rubber, of an outside circumference > 180 cm but <= 240 cm (excl. V-ribbed)"
"401035000","KG","Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= 150 cm"
"401036000","KG","Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= 198 cm"
"401039000","KG","Transmission belts or belting, of vulcanised rubber (excl. endless transmission belts of trapezoidal cross-section ""V-belts"", V-ribbed, of an outside circumference > 60 cm but <= 240 cm and endless synchronous belts of an outside circumference > 60 cm but"
"401110000","KG","New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing cars"
"401120100","KG","Pneumatic tyres, new, of rubber, of a kind used for buses or lorries, with a load index of <= 121"
"401120900","KG","Pneumatic tyres, new, of rubber, of a kind used for buses or lorries, with a load index of > 121"
"401130000","KG","New pneumatic tyres, of rubber, of a kind used for aircraft"
"401169000","KG","Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread (excl. of a kind used on agricultural or forestry and construction or industrial handling vehicles and machines)"
"401192000","KG","Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines (excl. having a ""herring-bone"" or similar tread)"
"401193000","KG","Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles and machines and having a rim size <= 61 cm (excl. having a ""herring-bone"" or similar tread)"
"401194000","KG","Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles and machines and having a rim size > 61 cm (excl. having a ""herring-bone"" or similar tread)"
"401199000","KG","Pneumatic tyres, new, of rubber (excl. having a ""herring-bone"" or similar tread and pneumatic tyres of a kind used on agricultural or forestry and construction or industrial handling vehicles and machines, on motor cars, station wagons, racing cars, buses"
"401211000","KG","Retreaded pneumatic tyres, of rubber, of a kind used on motor cars ""incl. station wagons and racing cars"""
"401212000","KG","Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries"
"401213000","KG","Retreaded pneumatic tyres, of rubber, of a kind used on aircraft"
"401219000","KG","Retreaded pneumatic tyres, of rubber (excl. of a kind used on motor cars, station wagons, racing cars, buses, lorries and aircraft)"
"401220000","KG","Used pneumatic tyres of rubber"
"401290300","KG","Tyre treads, of rubber"
"401290900","KG","Tyre flaps, of rubber"
"401310000","KG","Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, buses and lorries"
"401320000","KG","Inner tubes, of rubber, of a kind used for bicycles"
"401390000","KG","Inner tubes, of rubber (excl. those of a kind used on motor cars, incl. station wagons and racing cars, buses, lorries and bicycles)"
"401410000","KG","Sheath contraceptives, of vulcanised rubber (excl. hard rubber)"
"401490000","KG","Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber, n.e.s. (excl. sheath contraceptives and articles of apparel and clothing accessories, incl. gloves, for all purposes)"
"401511000","KG","Surgical gloves, of vulcanised rubber (excl. fingerstalls)"
"401590000","KG","Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excl. hard rubber and footwear and headgear and parts thereof, and gloves, mittens and mitts)"
"401610000","KG","Articles of cellular rubber, n.e.s."
"401691000","KG","Floor coverings and mats, of vulcanised rubber (excl. hard rubber), with chamfered sides, rounded corners or shaped edges or otherwise worked (excl. those simply cut to rectangular or square shape and goods of cellular rubber)"
"401692000","KG","Erasers, of vulcanised rubber (excl. hard rubber), conditioned (excl. those simply cut to rectangular or square shape)"
"401693000","KG","Gaskets, washers and other seals, of vulcanised rubber (excl. hard rubber and those of cellular rubber)"
"401694000","KG","Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excl. hard rubber and those of cellular rubber)"
"401695000","KG","Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excl. hard rubber and fenders, boats, rafts and other floating devices, and hygienic or pharmaceutical articles)"
"401699520","KG","Rubber-to-metal bonded parts of vulcanised rubber (excl. hard rubber), of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705 (excl. those of cellular rubber)"
"401699570","KG","Articles of vulcanised rubber (excl. hard rubber), of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705, n.e.s. (excl. those of cellular rubber, and rubber-to-metal bonded parts)"
"401699910","KG","Rubber-to-metal bonded parts of vulcanised rubber (excl. hard rubber and those of cellular rubber and those of a type intended exclusively or mainly for use in motor vehicles of heading 8701 to 8705)"
"401699970","KG","Articles of vulcanised rubber, n.e.s. (excl. hard rubber and those of cellular rubber)"
"401700000","KG","Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."
"410120100","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, fresh"
"410120300","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, wet-salted"
"410120500","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 8 kg when simply dried or <= 10 kg when dry-salted"
"410120800","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, limed, pickled or otherwise preserved (excl. fresh or wet-salted, simply dried or dry-salted, tanned, parchment-dressed"
"410150100","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, fresh"
"410150500","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, dried or dry-salted"
"410150900","KG","Whole raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, limed, pickled or otherwise preserved (excl. fresh or wet-salted, simply dried or dry-salted, tanned, parchment-dressed "
"410190000","KG","Butts, bends, bellies and split raw hides and skins of bovine ""incl. buffalo"" or equine animals, whether or not dehaired, fresh, or salted, dried, limed, pickled or otherwise preserved, and whole raw hides and skins of a weight per skin > 8 kg but < 16 kg"
"410210100","KG","Raw skins of lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise preserved (excl. those of Astrakhan, Caracul, Persian, Broadtail or similar lambs, or of Indian, Chinese, Mongolian or Tibetan lambs and tanned, parchment-dressed or fur"
"410210900","KG","Raw skins of sheep, with wool on, fresh or salted, dried, limed, pickled or otherwise preserved (excl. those of lambs and tanned, parchment-dressed or further prepared)"
"410221000","KG","Raw skins of sheep or lambs, without wool on, pickled, whether or not split"
"410229000","KG","Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, whether or not split (excl. pickled, tanned, parchment-dressed or further prepared)"
"410320000","KG","Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved (excl. tanned, parchment-dressed or further prepared)"
"410330000","KG","Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired or split (excl. tanned, parchment-dressed or further prepared)"
"410390000","KG","Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired, incl. birdskins without feathers or down (excl. tanned, parchment-dressed or further prepared, hides and skins of bovine ""incl. buffalo"" animals,"
"410411100","KG","Full grains, unsplit and grain splits, in the wet state ""incl. wet-blue"", of the whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of <= 2,6 m▓, tanned, without hair on (excl. further prepared)"
"410449900","KG","Hides and skins of equine animals, in the dry state ""crust"", without hair on, whether or not split (excl. further prepared and full grains, unsplit and grain splits)"
"410411510","KG","Full grains, unsplit and grain splits, in the wet state ""incl. wet-blue"", of the whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓, tanned, without hair on (excl. further prepared)"
"410411590","KG","Full grains, unsplit and grain splits, in the wet state ""incl. wet-blue"", of hides and skins of bovine ""incl. buffalo"" animals, tanned, without hair on (excl. further prepared and of the whole hides and skins)"
"410411900","KG","Full grains, unsplit and grain splits, in the wet state ""incl. wet-blue"", of hides and skins of equine animals, tanned, without hair on (excl. further prepared)"
"410419100","KG","Whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of <= 2,6 m▓, in the wet state ""incl. wet-blue"", tanned, without hair on, whether or not split (excl. further prepared and full grains, unsplit and grain splits)"
"410419510","KG","Whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓, in the wet state ""incl. wet-blue"", tanned, without hair on, whether or not split (excl. further prepared and full grains, unsplit and grain splits)"
"410419590","KG","Hides and skins of bovine ""incl. buffalo"" animals, in the wet state ""incl. wet-blue"", tanned, without hair on, whether or not split (excl. further prepared and whole hides and skins and full grains, unsplit and grain splits)"
"410419900","KG","Hides and skins of equine animals, in the wet state ""incl. wet-blue"", tanned, without hair on, whether or not split (excl. further prepared and full grains, unsplit and grain splits)"
"410441110","KG","Full grains leather, unsplit and grain splits leather of East India kip, without hair on, whole, whether or not the heads and legs have been removed, in the dry state ""crust"", with a surface area of <= 2,6 m▓ ""28 square feet"" and each weighing <= 4,5 kg, "
"410441190","KG","Full grains leather, unsplit and grain splits leather, in the dry state ""crust"", of whole hides and skins of bovine ""incl. buffalo"", with a surface area of <= 2,6 m▓ ""28 square feet"", without hair on (excl. further prepared and East India kip of subheadin"
"410441510","KG","Full grains leather, unsplit and grain splits leather, in the dry state ""crust"", of whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓ ""28 square feet"", without hair on (excl. further prepared and East India kip of su"
"410441590","KG","Full grains leather, unsplit and grain splits leather, in the dry state ""crust"", of hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓ ""28 square feet"", without hair on (excl. further prepared and whole hides and skins and "
"410441900","KG","Full grains leather, unsplit and grain splits leather, in the dry state ""crust"", of hides and skins of equine animals, without hair on (excl. further prepared)"
"410449110","KG","Hides and skins of East India kip, without hair on, whole, whether or not the heads and legs have been removed, in the dry state ""crust"", with a surface area of <= 2,6 m▓ ""28 square feet"" and each weighing <= 4,5 kg, not further prepared than vegetable ta"
"410449190","KG","Whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of <= 2,6 m▓ ""28 square feet"", in the dry state ""crust"", without hair on, whether or not split (excl. further prepared and full grains, unsplit, grain splits and hides and skins "
"410449510","KG","Whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓ ""28 square feet"", in the dry state ""crust"", without hair on, whether or not split (excl. further prepared and full grains, unsplit and grain splits)"
"410449590","KG","Hides and skins of bovine ""incl. buffalo"" animals, with a surface area of > 2,6 m▓ ""28 square feet"", in the dry state ""crust"", without hair on, whether or not split (excl. further prepared and whole hides and skins and full grains, unsplit and grain split"
"410621000","KG","Hides and skins of goats or kids, in the wet state ""incl. wet-blue"", tanned, without wool on, whether or not split (excl. further prepared and pre-tanned only)"
"410622100","KG","Indian goat or kid skins, in the dry state ""crust"", without wool on, vegetable pre-tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
"410622900","KG","Hides and skins of goats or kids, in the dry state ""crust"", without wool on, whether or not split (excl. further prepared and pre-tanned only and vegetable pre-tanned Indian goat or kid hides and skins of subheading 4106.22.10)"
"410631000","KG","Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether or not split (excl. further prepared and pre-tanned only)"
"410632000","KG","Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excl. further prepared and pre-tanned only)"
"410640100","KG","Hides and skins of reptiles, vegetable pre-tanned only"
"410691000","KG","Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, without wool or hair on, and leather of hairless animals, in the wet state ""incl. wet-blue"", tanned, whether or not split (excl. further prepared and of bovine and e"
"410692000","KG","Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, without wool or hair on, and leather of hairless animals, in the dry state ""crust"",  whether or not split (excl. further prepared and of bovine and equine animals, s"
"410711110","KG","Boxcalf full grains leather, unsplit, of whole calfhides and calfskins, with a surface area of <= 2,6 m▓ ""28 square feet"""
"410711190","KG","Full grains leather ""incl. parchment-dressed leather"", unsplit, of the whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of <= 2,6 m▓ ""28 square feet"", without hair on (excl. boxcalf, chamois leather, patent leather, patent lami"
"410711900","KG","Full grains leather ""incl. parchment-dressed leather"", unsplit, of the whole hides and skins of bovine ""incl. buffalo"" or equine animals, further prepared after tanning or crusting, without hair on (excl. of bovine ""incl. buffalo"" animals with a surface a"
"410712110","KG","Boxcalf grain splits leather, of whole calfhides and calfskins, with a surface area of <= 2,6 m▓ ""28 square feet"""
"410712190","KG","Grain splits leather ""incl. parchment-dressed leather"", of the whole hides and skins of bovine ""incl. buffalo"" animals, with a surface area of <= 2,6 m▓ ""28 square feet"", without hair on (excl. boxcalf, chamois leather, patent leather, patent laminated le"
"410712910","KG","Grain splits leather ""incl. parchment-dressed leather"", of the whole hides and skins of bovine ""incl. buffalo"" animals, further prepared after tanning or crusting, without hair on (excl. of bovine ""incl. buffalo"" animals with a surface area of <= 2,6 m▓ """
"392690920","KG","Articles made from plastic sheet, n.e.s."
"392690970","KG","Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."
"400110000","KG","Natural rubber latex, whether or not prevulcanised"
"410712990","KG","Grain splits leather ""incl. parchment-dressed leather"", of the whole hides and skins of equine animals, further prepared after tanning or crusting, without hair on (excl. chamois leather, patent leather and patent laminated leather, and metallised leather"
"392020800","KG","Plates, sheets, film, foil and strip, of non-cellular polymers of propylene, not reinforced, laminated, supported or similarly combined with other materials, not further worked or only surface-worked and not cut to shapes other than rectangular ""incl. squ"
"392030000","KG","Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. "
"392043100","KG","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight >= 6% of plasticisers, of a thickness of <= 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unwo"
"392043900","KG","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight >= 6% of plasticisers, of a thickness of > 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unwor"
"392071000","KG","Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl"
"392073100","KG","Film backing in rolls or strips for use as carriers for sensitised surfaces in the manufacture of films, of non-cellular cellulose acetate"
"392073800","KG","Plates, sheets, film, foil, tape and strip of non-cellular cellulose acetates, not reinforced, laminated, supported or similarly combined with other materials, not worked or only surface-worked, or only cut to rectangular, incl. square, shapes (excl. film"
"392079900","KG","Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl"
"392091000","KG","Plates, sheets, film, foil and strip, of non-cellular poly""vinyl butyral"", not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. "
"392092000","KG","Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhe"
"392093000","KG","Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-ad"
"392094000","KG","Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self"
"392099210","KG","Polyimide sheet and strip, non-cellular, uncoated, or coated or covered solely with plastic, not reinforced, laminated, supported or similarly combined with other materials, not worked or only surface-worked, or only cut to rectangular, incl. square, shap"
"392099280","KG","Plates, sheets, film, foil and strip, of non-cellular condensation polymerization products and rearrangement polymerization products, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, not worked or only surface-worke"
"392099520","KG","Poly(vinyl fluoride) sheet, and biaxially oriented non-cellular poly""vinyl alcohol"" film containing by weight >= 97% of poly""vinyl alcohol"", uncoated, of a thickness of <= 1 mm, not reinforced, laminated, supported or similarly combined with other materia"
"392099530","KG","Ion-exchange membranes of fluorinated non-cellular plastic material, for use in chlor-alkali electrolytic cells"
"392099590","KG","Plates, sheets, film, foil and strip, of non-cellular addition polymerization products, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares "
"392099900","KG","Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. sel"
"392111000","KG","Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 3918 and sterile surgical or dent"
"392113100","KG","Plates, sheets, film, foil and strip, of flexible cellular polyurethane, unworked or not further worked than surface-worked or merely cut into squares or rectangles (excl. such self-adhesive products, and floor, wall and ceiling coverings of heading 3918 "
"392113900","KG","Plates, sheets, film, foil and strip, of rigid cellular polyurethane, unworked or not further worked than surface-worked or merely cut into squares or rectangles (excl. such self-adhesive products, and floor, wall and ceiling coverings of heading 3918 and"
"392114000","KG","Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 3918 and sterile surgical or de"
"392119000","KG","Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked or merely cut into squares or rectangles (excl.those of polymers of styrene, vinyl chloride, polyurethanes and regenerated cellulose, self-adhesive products, floo"
"392190100","KG","Plates, sheets, film, foil and strip, of polyesters, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. of cellular plastic; self-adhesive products"
"392190300","KG","Plates, sheets, film, foil and strip, of phenolic resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall an"
"392190410","KG","High-pressure laminates of amino-resins, with a decorative surface on one or both sides but otherwise unworked or merely cut into squares or rectangles"
"392190430","KG","Plates, sheets, film, foil and strip, of laminated amino-resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. high-pressure laminates of amin"
"392190490","KG","Plates, sheets, film, foil and strip, of unlaminated amino-resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor"
"392190550","KG","Plates, sheets, film, foil and strip, of condensation or rearrangement polymerization products, whether or not chemically modified, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cu"
"392190600","KG","Plates, sheets, film, foil and strip, of addition polymerization products, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive product"
"392190900","KG","Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. of cellular plastic, addition polymerization "
"392210000","KG","Baths, shower-baths, sinks and washbasins, of plastics"
"392220000","KG","Lavatory seats and covers, of plastics"
"392290000","KG","Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excl. baths, shower-baths, sinks, washbasins, lavatory seats and covers)"
"392310000","KG","Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics"
"392321000","KG","Sacks and bags, incl. cones, of polymers of ethylene"
"392329100","KG","Sacks and bags, incl. cones, of poly""vinyl chloride"""
"392329900","KG","Sacks and bags, incl. cones, of plastics (excl. those of poly""vinyl chloride"" and polymers of ethylene)"
"392330100","KG","Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of plastics, with a capacity of <= 2 l"
"392330900","KG","Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of plastics, with a capacity of > 2 l"
"392340100","KG","Spools, reels and similar supports, of plastics, for photographic and cinematographic film or for tapes, films and the like, for sound or video recordings or the recording of signals, data or programmes"
"392340900","KG","Spools, cops, bobbins and similar supports, of plastics (excl. those for photographic and cinematographic film or for tapes, films and the like, for sound or video recordings or the recording of signals, data or programmes)"
"392350100","KG","Caps and capsules for bottles, of plastics"
"392350900","KG","Stoppers, lids, caps and other closures, of plastics (excl. caps and capsules for bottles)"
"392390000","KG","Articles for the conveyance or packaging of goods, of plastics (excl. boxes, cases, crates and similar articles; sacks and bags, incl. cones; carboys, bottles, flasks and similar articles; spools, spindles, bobbins and similar supports; stoppers, lids, ca"
"392410000","KG","Tableware and kitchenware, of plastics"
"392490000","KG","Household articles and toilet articles, of plastics (excl. tableware, kitchenware, baths, shower-baths, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware)"
"392510000","KG","Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l"
"392520000","KG","Doors, windows and their frames and thresholds for doors, of plastics"
"392530000","KG","Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics (excl. fittings and similar articles)"
"392590200","KG","Trunking, ducting and cable trays for electrical circuits, of plastics"
"392590800","KG","Builders' ware for the manufacture of flooring, walls, partition walls, ceilings, roofing, etc. guttering and accessories, banisters, fences and the like, fitted shelving for shops, factories, warehouses, storerooms, etc., architectural ornaments such as "
"392610000","KG","Office or school supplies, of plastics, n.e.s."
"392620000","KG","Articles of apparel and clothing accessories produced by the stitching or sticking together of plastic sheeting, incl. gloves, mittens and mitts (excl. goods of 9619)"
"392630000","KG","Fittings for furniture, coachwork and the like, of plastics (excl. building components for permanent mounting on parts of buildings)"
"392640000","KG","Statuettes and other ornamental articles, of plastics"
"392690500","KG","Perforated buckets and similar articles used to filter water at the entrance to drains, of plastics"
"400121000","KG","Smoked sheets of natural rubber"
"400122000","KG","Technically specified natural rubber ""TSNR"""
"400129000","KG","Natural rubber in primary forms or in plates, sheets or strip (excl. smoked sheets, technically specified natural rubber ""TSNR"" and natural rubber latex, whether or not prevulcanised)"
"400130000","KG","Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip (excl. natural rubber, whether or not prevulcanised)"
"400211000","KG","Styrene-butadiene rubber latex ""SBR""; carboxylated styrene-butadiene rubber latex ""XSBR"""
"400219100","KG","Styrene-butadiene rubber produced by emulsion polymerisation ""E-SBR"", in bales"
"400219200","KG","Styrene-butadiene-styrene block copolymers produced by solution polymerisation ""SBS, thermoplastic elastomers"", in granules, crumbs or powders"
"400219300","KG","Styrene-butadiene rubber produced by solution polymerisation ""S-SBR"", in bales"
